task_id,instruction,step_count,gold_path,constant_inputs,Step,api_step,expected_status_code,required_steps,final_step,output_bindings_step,output_bindings_content,dependency_bindings_steps_from,dependency_bindings_steps_to,dependency_bindings_content,success_condition,oracle_actions_1_regenerate_data,oracle_actions_2_resolve_resource,acceptable_failure_codes
tmdb_039,Give me a review of a movie from the collection The Fast and the Furious.,3,Step 1: GET /search/collection -> Step 2: GET /collection/{collection_id} -> Step 3: GET /movie/{movie_id}/reviews,manual review required for first-step query/body constants,Step 2,GET /collection/{collection_id} ,[2XX],Y,3,Step 2,$.id as movie_id,Step 2,Step 3,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_039,Give me a review of a movie from the collection The Fast and the Furious.,3,Step 1: GET /search/collection -> Step 2: GET /collection/{collection_id} -> Step 3: GET /movie/{movie_id}/reviews,manual review required for first-step query/body constants,Step 3,GET /movie/{movie_id}/reviews,[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_040,When was the first movie of the collection Lord of the Rings released?,2,Step 1: GET /search/collection -> Step 2: GET /collection/{collection_id},manual review required for first-step query/body constants,Step 1,GET /search/collection ,[2XX],Y,2,Step 1,$.results[0].id as collection_id,Step 1,Step 2,collection_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_040,When was the first movie of the collection Lord of the Rings released?,2,Step 1: GET /search/collection -> Step 2: GET /collection/{collection_id},manual review required for first-step query/body constants,Step 2,GET /collection/{collection_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_041,tell me the directors of the first season of House of Cards,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/credits,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,"$.results[0].id as tv_id, $.results[0].id as season_number",Step 1,Step 2,"tv_id, season_number ",all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_041,tell me the directors of the first season of House of Cards,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/credits,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/season/{season_number}/credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_042,I want some tv shows that similar to House of Cards,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/similar,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_042,I want some tv shows that similar to House of Cards,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/similar,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/similar,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_043,When did the most popular TV show currently on the air start?,2,Step 1: GET /tv/on_the_air -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 1,GET /tv/on_the_air ,[2XX],Y,2,Step 1,$.id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_043,When did the most popular TV show currently on the air start?,2,Step 1: GET /tv/on_the_air -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_044,tell me a few more works directed by the director of Django Unchained,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id}/movie_credits,manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,3,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_044,tell me a few more works directed by the director of Django Unchained,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id}/movie_credits,manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id}/credits ,[2XX],Y,3,Step 2,$.id as person_id,Step 2,Step 3,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_044,tell me a few more works directed by the director of Django Unchained,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id}/movie_credits,manual review required for first-step query/body constants,Step 3,GET /person/{person_id}/movie_credits,[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_045,tell me the cast of a TV show on the air,2,Step 1: GET /tv/on_the_air -> Step 2: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 1,GET /tv/on_the_air ,[2XX],Y,2,Step 1,$.id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_045,tell me the cast of a TV show on the air,2,Step 1: GET /tv/on_the_air -> Step 2: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_046,I need a review for Breaking Bad,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/reviews,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_046,I need a review for Breaking Bad,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/reviews,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/reviews,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_047,I'm watching the tv series The Last Of Us and I need some more recommendations,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/recommendations,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_047,I'm watching the tv series The Last Of Us and I need some more recommendations,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/recommendations,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/recommendations,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_048,I'm watching a TV show called The Last Of Us and I need some more recommendations,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/recommendations,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_048,I'm watching a TV show called The Last Of Us and I need some more recommendations,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/recommendations,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/recommendations,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_049,"tell me the guest star from season 3, episode 24 of Friends",2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/episode/{episode_number}/credits,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,"$.results[0].id as tv_id, $.results[0].id as season_number, $.results[0].id as episode_number",Step 1,Step 2,"tv_id, season_number, episode_number ",all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_049,"tell me the guest star from season 3, episode 24 of Friends",2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/episode/{episode_number}/credits,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/season/{season_number}/episode/{episode_number}/credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_050,Who is the lead actor in the most popular TV show?,2,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 1,GET /tv/popular ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_050,Who is the lead actor in the most popular TV show?,2,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_051,give me a keyword of the top-1 rated TV show,2,Step 1: GET /tv/top_rated -> Step 2: GET /tv/{tv_id}/keywords,manual review required for first-step query/body constants,Step 1,GET /tv/top_rated ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_051,give me a keyword of the top-1 rated TV show,2,Step 1: GET /tv/top_rated -> Step 2: GET /tv/{tv_id}/keywords,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/keywords,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_052,give me a poster of 2 Broke Girls,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/images,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_052,give me a poster of 2 Broke Girls,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/images,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/images,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_053,How many episodes does 2 Broke Girls have in total?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_053,How many episodes does 2 Broke Girls have in total?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_054,When was the company that produced The Big Bang Theory founded?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,3,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_054,When was the company that produced The Big Bang Theory founded?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id} ,[2XX],Y,3,Step 2,$.id as company_id,Step 2,Step 3,company_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_054,When was the company that produced The Big Bang Theory founded?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 3,GET /company/{company_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_055,When was the TV show The Big Bang Theory created?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_055,When was the TV show The Big Bang Theory created?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_056,give me a keyword of the most popular TV show,2,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/keywords,manual review required for first-step query/body constants,Step 1,GET /tv/popular ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_056,give me a keyword of the most popular TV show,2,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/keywords,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/keywords,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_057,What did the third episode of the second season of Westworld talk about?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/episode/{episode_number},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,"$.results[0].id as tv_id, $.results[0].id as season_number, $.results[0].id as episode_number",Step 1,Step 2,"tv_id, season_number, episode_number ",all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_057,What did the third episode of the second season of Westworld talk about?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/episode/{episode_number},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/season/{season_number}/episode/{episode_number},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_058,Tell me the air date of the second season of Game of Thrones,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,"$.results[0].id as tv_id, $.results[0].id as season_number",Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_058,Tell me the air date of the second season of Game of Thrones,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/season/{season_number},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_059,give me a poster of the third episode of Band of Brothers,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/episode/{episode_number}/images,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,"$.results[0].id as tv_id, $.results[0].id as season_number, $.results[0].id as episode_number",Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_059,give me a poster of the third episode of Band of Brothers,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/episode/{episode_number}/images,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/season/{season_number}/episode/{episode_number}/images,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_060,What is the logo of the network that produced Game of Thrones?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id} -> Step 3: GET /network/{network_id}/images,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,3,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_060,What is the logo of the network that produced Game of Thrones?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id} -> Step 3: GET /network/{network_id}/images,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id} ,[2XX],Y,3,Step 2,$.id as network_id,Step 2,Step 3,network_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_060,What is the logo of the network that produced Game of Thrones?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id} -> Step 3: GET /network/{network_id}/images,manual review required for first-step query/body constants,Step 3,GET /network/{network_id}/images,[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_061,give me the homepage of the network that produced Game of Thrones,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id} -> Step 3: GET /network/{network_id},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,3,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_061,give me the homepage of the network that produced Game of Thrones,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id} -> Step 3: GET /network/{network_id},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id} ,[2XX],Y,3,Step 2,$.id as network_id,Step 2,Step 3,network_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_061,give me the homepage of the network that produced Game of Thrones,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id} -> Step 3: GET /network/{network_id},manual review required for first-step query/body constants,Step 3,GET /network/{network_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_062,give me a keyword of the most popular TV show currently,2,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/keywords,manual review required for first-step query/body constants,Step 1,GET /tv/popular ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_062,give me a keyword of the most popular TV show currently,2,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/keywords,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/keywords,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_063,Where is the headquarter of the company that produced currently the most popular TV show?,3,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 1,GET /tv/popular ,[2XX],Y,3,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_063,Where is the headquarter of the company that produced currently the most popular TV show?,3,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id} ,[2XX],Y,3,Step 2,$.id as company_id,Step 2,Step 3,company_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_063,Where is the headquarter of the company that produced currently the most popular TV show?,3,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 3,GET /company/{company_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_064,What is the genre of The Mandalorian?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_064,What is the genre of The Mandalorian?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_065,When is the birthday of the lead actor of today's most trending TV show?,3,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id},"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 1,GET /trending/{media_type}/{time_window} ,[2XX],Y,3,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_065,When is the birthday of the lead actor of today's most trending TV show?,3,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id},"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 2,GET /tv/{tv_id}/credits ,[2XX],Y,3,Step 2,$.id as person_id,Step 2,Step 3,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_065,When is the birthday of the lead actor of today's most trending TV show?,3,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id},"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 3,GET /person/{person_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_066,What is the homepage of the network that produced today's most trending TV show?,3,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id} -> Step 3: GET /network/{network_id},"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 1,GET /trending/{media_type}/{time_window} ,[2XX],Y,3,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_066,What is the homepage of the network that produced today's most trending TV show?,3,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id} -> Step 3: GET /network/{network_id},"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 2,GET /tv/{tv_id} ,[2XX],Y,3,Step 2,$.id as network_id,Step 2,Step 3,network_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_066,What is the homepage of the network that produced today's most trending TV show?,3,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id} -> Step 3: GET /network/{network_id},"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 3,GET /network/{network_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_067,give me a review of today's most trending TV show,2,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id}/reviews,"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 1,GET /trending/{media_type}/{time_window} ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_067,give me a review of today's most trending TV show,2,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id}/reviews,"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 2,GET /tv/{tv_id}/reviews,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_068,I prefer a TV show that similar to today's most trending TV show,2,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id}/similar,"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 1,GET /trending/{media_type}/{time_window} ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_068,I prefer a TV show that similar to today's most trending TV show,2,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id}/similar,"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 2,GET /tv/{tv_id}/similar,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_069,I need a poster of today's most trending TV show,2,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id}/images,"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 1,GET /trending/{media_type}/{time_window} ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_069,I need a poster of today's most trending TV show,2,Step 1: GET /trending/{media_type}/{time_window} -> Step 2: GET /tv/{tv_id}/images,"Step 1.media_type={'source': 'constant', 'value': 'movie'}; Step 1.time_window={'source': 'constant', 'value': 'day'}",Step 2,GET /tv/{tv_id}/images,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_070,Who has worked with Jeremy Clarkson in his most popular TV show?,3,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/tv_credits -> Step 3: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 1,GET /search/person ,[2XX],Y,3,Step 1,$.results[0].id as person_id,Step 1,Step 2,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_070,Who has worked with Jeremy Clarkson in his most popular TV show?,3,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/tv_credits -> Step 3: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 2,GET /person/{person_id}/tv_credits ,[2XX],Y,3,Step 2,$.id as tv_id,Step 2,Step 3,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_070,Who has worked with Jeremy Clarkson in his most popular TV show?,3,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/tv_credits -> Step 3: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 3,GET /tv/{tv_id}/credits,[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_071,What does the lead actor of the first episode of second season of Black Mirror look like?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id}/images,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,3,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_071,What does the lead actor of the first episode of second season of Black Mirror look like?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id}/images,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/credits ,[2XX],Y,3,Step 2,$.id as person_id,Step 2,Step 3,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_071,What does the lead actor of the first episode of second season of Black Mirror look like?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id}/images,manual review required for first-step query/body constants,Step 3,GET /person/{person_id}/images,[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_072,When is the lead actor of The Mandalorian born?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,3,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_072,When is the lead actor of The Mandalorian born?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/credits ,[2XX],Y,3,Step 2,$.id as person_id,Step 2,Step 3,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_072,When is the lead actor of The Mandalorian born?,3,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 3,GET /person/{person_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_073,Who is the lead actor of today's most popular TV show?,2,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 1,GET /tv/popular ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
